id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,color_tested,position_target,position_score,timestamp,sound_tested,position_response,sound_response,figure_score,sound_target,figure_response,position_tested,occupation,figure_target,sound_score,simulate,color_target,color_score,color_response,figure_tested
Tangloppe,female,18,training_transfer,training,ps2,2,2,25,4,white,circle,sounds/C.wav,0,0,1,1555413526745,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,26,5,white,circle,sounds/P.wav,0,0,1,1555413529328,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,27,0,white,circle,sounds/V.wav,0,0,1,1555413531914,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,28,0,white,circle,sounds/B.wav,0,0,1,1555413534492,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,29,5,white,circle,sounds/C.wav,0,0,1,1555413537075,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,30,8,white,circle,sounds/V.wav,0,0,1,1555413539669,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,31,5,white,circle,sounds/B.wav,0,1,0,1555413542247,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,32,7,white,circle,sounds/V.wav,0,0,1,1555413544831,1,0,0,,1,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,33,5,white,circle,sounds/P.wav,0,1,0,1555413547414,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,34,1,white,circle,sounds/V.wav,0,0,0,1555413550006,1,1,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,35,2,white,circle,sounds/T.wav,0,0,1,1555413552589,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,36,8,white,circle,sounds/D.wav,0,0,1,1555413555164,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,37,2,white,circle,sounds/D.wav,0,1,1,1555413557765,1,1,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,38,7,white,circle,sounds/V.wav,0,0,1,1555413560348,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,39,5,white,circle,sounds/V.wav,0,0,1,1555413562943,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,40,5,white,circle,sounds/B.wav,0,0,0,1555413565531,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,41,5,white,circle,sounds/B.wav,0,1,0,1555413568121,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,42,1,white,circle,sounds/B.wav,0,0,1,1555413570710,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,43,6,white,circle,sounds/D.wav,0,0,1,1555413573285,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,44,1,white,circle,sounds/D.wav,0,1,0,1555413575868,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,45,1,white,circle,sounds/G.wav,0,0,0,1555413578449,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,46,3,white,circle,sounds/D.wav,0,0,1,1555413581055,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,47,8,white,circle,sounds/V.wav,0,0,1,1555413583633,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,48,3,white,circle,sounds/G.wav,0,1,1,1555413586248,1,1,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,49,5,white,circle,sounds/C.wav,0,0,1,1555413588849,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,50,5,white,circle,sounds/T.wav,0,0,1,1555413591455,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,51,5,white,circle,sounds/V.wav,0,1,0,1555413594036,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,52,6,white,circle,sounds/D.wav,0,0,0,1555413596619,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,53,1,white,circle,sounds/V.wav,0,0,1,1555413599214,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,54,5,white,circle,sounds/D.wav,0,0,0,1555413601800,1,1,0,,1,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,55,4,white,circle,sounds/D.wav,0,0,1,1555413604386,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,56,5,white,circle,sounds/T.wav,0,1,1,1555413606968,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,57,1,white,circle,sounds/D.wav,0,0,1,1555413609570,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,58,0,white,circle,sounds/T.wav,0,0,1,1555413612153,1,0,0,,1,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,59,2,white,circle,sounds/G.wav,0,0,1,1555413614737,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,60,8,white,circle,sounds/E.wav,0,0,1,1555413617323,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,61,2,white,circle,sounds/G.wav,0,1,1,1555413619941,1,1,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,62,1,white,circle,sounds/B.wav,0,0,1,1555413622522,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,1,0,white,circle,sounds/D.wav,0,0,1,1555413637457,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,2,6,white,circle,sounds/D.wav,0,0,1,1555413640040,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,3,4,white,circle,sounds/T.wav,0,0,1,1555413642609,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,4,7,white,circle,sounds/B.wav,0,0,1,1555413645189,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,5,7,white,circle,sounds/E.wav,0,0,1,1555413647775,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,6,7,white,circle,sounds/G.wav,0,1,0,1555413650359,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,7,1,white,circle,sounds/C.wav,0,0,1,1555413652942,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,8,7,white,circle,sounds/D.wav,0,1,1,1555413655540,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,9,8,white,circle,sounds/T.wav,0,0,1,1555413658135,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,10,5,white,circle,sounds/T.wav,0,0,1,1555413660709,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,11,0,white,circle,sounds/T.wav,0,0,1,1555413663301,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,12,4,white,circle,sounds/G.wav,0,0,1,1555413665876,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,13,0,white,circle,sounds/T.wav,0,1,1,1555413668488,1,1,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,14,2,white,circle,sounds/G.wav,0,0,1,1555413671072,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,15,1,white,circle,sounds/B.wav,0,0,1,1555413673661,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,16,4,white,circle,sounds/V.wav,0,0,1,1555413676244,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,17,6,white,circle,sounds/P.wav,0,0,1,1555413678810,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,18,2,white,circle,sounds/T.wav,0,0,1,1555413681419,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,19,6,white,circle,sounds/P.wav,0,1,0,1555413684011,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,20,6,white,circle,sounds/T.wav,0,0,1,1555413686595,1,0,0,,1,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,21,0,white,circle,sounds/G.wav,0,0,1,1555413689178,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,22,6,white,circle,sounds/C.wav,0,1,1,1555413691782,1,1,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,23,8,white,circle,sounds/C.wav,0,0,1,1555413694371,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,24,3,white,circle,sounds/P.wav,0,0,1,1555413696945,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,25,5,white,circle,sounds/B.wav,0,0,1,1555413699529,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,26,8,white,circle,sounds/P.wav,0,0,1,1555413702115,1,0,0,,1,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,27,3,white,circle,sounds/P.wav,0,0,1,1555413704710,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,28,3,white,circle,sounds/P.wav,0,0,1,1555413707316,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,29,5,white,circle,sounds/P.wav,0,0,1,1555413709911,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,30,3,white,circle,sounds/B.wav,0,1,1,1555413712512,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,31,7,white,circle,sounds/G.wav,0,0,1,1555413715098,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,32,2,white,circle,sounds/V.wav,0,0,1,1555413717679,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,33,8,white,circle,sounds/G.wav,0,0,1,1555413720279,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,34,8,white,circle,sounds/E.wav,0,0,1,1555413722865,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,35,8,white,circle,sounds/C.wav,0,1,1,1555413725449,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,36,8,white,circle,sounds/G.wav,0,1,0,1555413728032,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,37,2,white,circle,sounds/C.wav,0,0,1,1555413730630,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,38,6,white,circle,sounds/G.wav,0,0,1,1555413733210,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,39,0,white,circle,sounds/P.wav,0,0,1,1555413735782,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,40,1,white,circle,sounds/E.wav,0,0,1,1555413738368,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,41,0,white,circle,sounds/T.wav,0,1,0,1555413740960,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,42,1,white,circle,sounds/C.wav,0,1,1,1555413743549,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,43,3,white,circle,sounds/T.wav,0,0,1,1555413746159,1,0,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,44,5,white,circle,sounds/G.wav,0,0,1,1555413748736,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,45,3,white,circle,sounds/G.wav,0,1,1,1555413751337,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,46,5,white,circle,sounds/V.wav,0,1,1,1555413753944,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,47,2,white,circle,sounds/V.wav,0,0,1,1555413756518,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,48,6,white,circle,sounds/C.wav,0,0,1,1555413759102,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,49,2,white,circle,sounds/G.wav,0,1,1,1555413761696,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,50,7,white,circle,sounds/G.wav,0,0,1,1555413764280,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,51,1,white,circle,sounds/V.wav,0,0,1,1555413766854,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,52,6,white,circle,sounds/G.wav,0,0,0,1555413769449,1,1,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,53,7,white,circle,sounds/G.wav,0,0,1,1555413772038,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,54,7,white,circle,sounds/B.wav,0,0,1,1555413774622,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,55,0,white,circle,sounds/G.wav,0,0,0,1555413777239,1,1,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,56,2,white,circle,sounds/T.wav,0,0,1,1555413779823,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,57,3,white,circle,sounds/C.wav,0,0,1,1555413782406,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,58,8,white,circle,sounds/B.wav,0,0,1,1555413784987,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,59,2,white,circle,sounds/P.wav,0,0,1,1555413787573,1,0,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,60,8,white,circle,sounds/V.wav,0,1,1,1555413790171,1,1,0,,0,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,61,2,white,circle,sounds/P.wav,0,1,1,1555413792795,1,1,1,,1,,1,Studerende,,1,no,,,,0
Tangloppe,female,18,training_transfer,training,ps2,2,2,62,3,white,circle,sounds/P.wav,0,0,1,1555413795395,1,0,1,,0,,1,Studerende,,0,no,,,,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,1,2,green,circle,,1,0,1,1555413812309,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,2,6,yellow,circle,,1,0,1,1555413814893,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,3,0,red,circle,,1,0,1,1555413817476,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,4,7,red,circle,,1,0,0,1555413820082,0,1,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,5,0,yellow,circle,,1,1,0,1555413822660,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,6,7,blue,circle,,1,1,1,1555413825259,0,1,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,7,2,dimgray,circle,,1,0,1,1555413827827,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,8,2,blue,circle,,1,0,1,1555413830404,0,0,,,,,1,Studerende,,,no,1,1,1,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,9,2,dimgray,circle,,1,1,1,1555413832999,0,1,,,,,1,Studerende,,,no,1,0,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,10,2,green,circle,,1,1,1,1555413835597,0,1,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,11,4,green,circle,,1,0,1,1555413838200,0,0,,,,,1,Studerende,,,no,0,0,1,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,12,7,yellow,circle,,1,0,1,1555413840778,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,13,6,dimgray,circle,,1,0,1,1555413843361,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,14,7,white,circle,,1,1,0,1555413845944,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,15,8,green,circle,,1,0,1,1555413848537,0,0,,,,,1,Studerende,,,no,0,0,1,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,16,0,white,circle,,1,0,1,1555413851111,0,0,,,,,1,Studerende,,,no,1,0,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,17,0,dimgray,circle,,1,0,1,1555413853680,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,18,0,yellow,circle,,1,1,1,1555413856301,0,1,,,,,1,Studerende,,,no,0,0,1,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,19,0,blue,circle,,1,1,0,1555413858881,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,20,4,blue,circle,,1,0,1,1555413861465,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,21,4,blue,circle,,1,0,1,1555413864068,0,0,,,,,1,Studerende,,,no,1,1,1,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,22,6,dimgray,circle,,1,0,1,1555413866649,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,23,4,blue,circle,,1,1,0,1555413869238,0,0,,,,,1,Studerende,,,no,1,1,1,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,24,6,darkorange,circle,,1,1,1,1555413871830,0,1,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,25,8,blue,circle,,1,0,1,1555413874425,0,0,,,,,1,Studerende,,,no,1,1,1,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,26,2,green,circle,,1,0,1,1555413876999,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,27,0,dimgray,circle,,1,0,1,1555413879583,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,28,5,green,circle,,1,0,1,1555413882166,0,0,,,,,1,Studerende,,,no,1,0,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,29,5,green,circle,,1,0,1,1555413884767,0,0,,,,,1,Studerende,,,no,0,0,1,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,30,2,red,circle,,1,0,1,1555413887350,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,31,3,dimgray,circle,,1,0,1,1555413889916,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,32,2,dimgray,circle,,1,1,1,1555413892519,0,1,,,,,1,Studerende,,,no,0,0,1,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,33,4,green,circle,,1,0,1,1555413895100,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,34,3,yellow,circle,,1,0,1,1555413897683,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,35,0,yellow,circle,,1,0,1,1555413900267,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,36,6,white,circle,,1,0,1,1555413902850,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,37,1,yellow,circle,,1,0,1,1555413905453,0,0,,,,,1,Studerende,,,no,1,1,1,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,38,3,white,circle,,1,0,1,1555413908020,0,0,,,,,1,Studerende,,,no,1,0,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,39,1,darkorange,circle,,1,1,0,1555413910603,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,40,4,green,circle,,1,0,0,1555413913218,0,1,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,41,0,darkorange,circle,,1,0,1,1555413915801,0,0,,,,,1,Studerende,,,no,1,0,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,42,6,red,circle,,1,0,1,1555413918393,0,0,,,,,1,Studerende,,,no,0,0,1,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,43,4,red,circle,,1,0,1,1555413920977,0,0,,,,,1,Studerende,,,no,0,0,1,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,44,1,blue,circle,,1,0,1,1555413923554,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,45,2,darkorange,circle,,1,0,0,1555413926155,0,1,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,46,8,blue,circle,,1,0,1,1555413928738,0,0,,,,,1,Studerende,,,no,1,0,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,47,1,darkorange,circle,,1,0,1,1555413931321,0,0,,,,,1,Studerende,,,no,1,0,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,48,8,dimgray,circle,,1,1,1,1555413933919,0,1,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,49,4,yellow,circle,,1,0,1,1555413936503,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,50,3,green,circle,,1,0,1,1555413939089,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,51,0,blue,circle,,1,0,1,1555413941672,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,52,3,white,circle,,1,1,1,1555413944247,0,1,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,53,4,darkorange,circle,,1,0,1,1555413946821,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,54,1,darkorange,circle,,1,0,1,1555413949390,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,55,0,red,circle,,1,0,1,1555413951973,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,56,1,yellow,circle,,1,1,1,1555413954565,0,1,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,57,3,red,circle,,1,0,1,1555413957154,0,0,,,,,1,Studerende,,,no,1,1,1,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,58,7,blue,circle,,1,0,1,1555413959739,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,59,2,darkorange,circle,,1,0,1,1555413962324,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,60,7,red,circle,,1,1,0,1555413964907,0,0,,,,,1,Studerende,,,no,0,1,0,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,61,5,darkorange,circle,,1,0,1,1555413967511,0,0,,,,,1,Studerende,,,no,1,1,1,0
Tangloppe,female,18,training_transfer,posttest,pc2,2,2,62,4,red,circle,,1,0,1,1555413970112,0,0,,,,,1,Studerende,,,no,1,1,1,0
Tangloppe,female,18,training_transfer,posttest,fc2,2,2,1,4,white,circle,,1,,,1555413983475,0,,,1,,0,0,Studerende,0,,no,0,1,0,1
Tangloppe,female,18,training_transfer,posttest,fc2,2,2,2,4,green,triangle,,1,,,1555413986061,0,,,1,,0,0,Studerende,0,,no,0,1,0,1
Tangloppe,female,18,training_transfer,posttest,fc2,2,2,3,4,yellow,square,,1,,,1555413988644,0,,,1,,0,0,Studerende,0,,no,0,1,0,1
Tangloppe,female,18,training_transfer,posttest,fc2,2,2,4,4,white,square,,1,,,1555413991228,0,,,1,,0,0,Studerende,0,,no,0,1,0,1
Tangloppe,female,18,training_transfer,posttest,fc2,2,2,5,4,yellow,circle,,1,,,1555413993834,0,,,0,,1,0,Studerende,0,,no,1,0,0,1
Tangloppe,female,18,training_transfer,posttest,fc2,2,2,6,4,white,circle,,1,,,1555413996420,0,,,1,,0,0,Studerende,0,,no,1,1,1,1
Tangloppe,female,18,training_transfer,posttest,fc2,2,2,7,4,dimgray,square,,1,,,1555413998995,0,,,1,,0,0,Studerende,0,,no,0,1,0,1
