id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,figure_response,figure_tested,color_target,sound_score,color_score,simulate,position_score,position_response,occupation,color_response,color_tested,figure_target,timestamp,sound_tested,sound_target,sound_response,position_tested,position_target,figure_score
Koalabjørn,male,29,training_transfer,training,ps2,2,2,58,7,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554886006413,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,59,8,white,circle,sounds\C.wav,,0,,0,,no,1,0,Studerende,,0,,1554886008979,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,60,6,white,circle,sounds\G.wav,,0,,1,,no,1,0,Studerende,,0,,1554886011529,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,61,0,white,circle,sounds\T.wav,,0,,0,,no,1,0,Studerende,,0,,1554886014097,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,62,2,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554886016647,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,1,2,white,circle,sounds\D.wav,,0,,1,,no,1,0,Studerende,,0,,1554886030180,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,2,6,white,circle,sounds\D.wav,,0,,1,,no,1,0,Studerende,,0,,1554886032731,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,3,2,white,circle,sounds\D.wav,,0,,1,,no,1,1,Studerende,,0,,1554886035314,1,1,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,4,6,white,circle,sounds\D.wav,,0,,1,,no,0,0,Studerende,,0,,1554886037880,1,1,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,5,4,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554886040430,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,6,3,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554886042980,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,7,0,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554886045530,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,8,6,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554886048097,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,9,5,white,circle,sounds\G.wav,,0,,0,,no,1,0,Studerende,,0,,1554886050664,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,10,8,white,circle,sounds\T.wav,,0,,0,,no,1,0,Studerende,,0,,1554886053231,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,11,5,white,circle,sounds\P.wav,,0,,0,,no,0,0,Studerende,,0,,1554886055797,1,0,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,12,1,white,circle,sounds\D.wav,,0,,1,,no,1,0,Studerende,,0,,1554886058348,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,13,8,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554886060914,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,14,5,white,circle,sounds\P.wav,,0,,1,,no,0,1,Studerende,,0,,1554886063481,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,15,8,white,circle,sounds\B.wav,,0,,1,,no,0,0,Studerende,,0,,1554886066031,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,16,0,white,circle,sounds\D.wav,,0,,0,,no,1,0,Studerende,,0,,1554886068598,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,17,8,white,circle,sounds\G.wav,,0,,1,,no,0,0,Studerende,,0,,1554886071148,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,18,4,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554886073698,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,19,6,white,circle,sounds\G.wav,,0,,1,,no,1,0,Studerende,,0,,1554886076265,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,20,7,white,circle,sounds\D.wav,,0,,1,,no,1,0,Studerende,,0,,1554886078815,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,21,6,white,circle,sounds\V.wav,,0,,1,,no,1,1,Studerende,,0,,1554886081381,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,22,6,white,circle,sounds\D.wav,,0,,0,,no,0,1,Studerende,,0,,1554886083948,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,23,6,white,circle,sounds\P.wav,,0,,0,,no,0,0,Studerende,,0,,1554886086515,1,0,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,24,2,white,circle,sounds\D.wav,,0,,0,,no,1,0,Studerende,,0,,1554886089065,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,25,3,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554886091616,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,26,4,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554886094165,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,27,6,white,circle,sounds\V.wav,,0,,0,,no,1,0,Studerende,,0,,1554886096732,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,28,8,white,circle,sounds\T.wav,,0,,0,,no,1,0,Studerende,,0,,1554886099298,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,29,3,white,circle,sounds\B.wav,,0,,0,,no,1,0,Studerende,,0,,1554886101867,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,30,0,white,circle,sounds\G.wav,,0,,1,,no,1,0,Studerende,,0,,1554886104417,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,31,0,white,circle,sounds\B.wav,,0,,1,,no,1,0,Studerende,,0,,1554886106982,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,32,2,white,circle,sounds\G.wav,,0,,0,,no,1,0,Studerende,,0,,1554886109533,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,33,8,white,circle,sounds\D.wav,,0,,0,,no,1,0,Studerende,,0,,1554886112099,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,34,8,white,circle,sounds\G.wav,,0,,0,,no,1,0,Studerende,,0,,1554886114649,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,35,8,white,circle,sounds\D.wav,,0,,1,,no,0,0,Studerende,,0,,1554886117216,1,1,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,36,1,white,circle,sounds\T.wav,,0,,1,,no,1,0,Studerende,,0,,1554886119767,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,37,8,white,circle,sounds\G.wav,,0,,1,,no,0,0,Studerende,,0,,1554886122317,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,38,0,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554886124866,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,39,4,white,circle,sounds\T.wav,,0,,0,,no,1,0,Studerende,,0,,1554886127433,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,40,6,white,circle,sounds\G.wav,,0,,0,,no,1,0,Studerende,,0,,1554886130000,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,41,6,white,circle,sounds\G.wav,,0,,0,,no,1,0,Studerende,,0,,1554886132566,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,42,6,white,circle,sounds\G.wav,,0,,0,,no,1,1,Studerende,,0,,1554886135133,1,1,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,43,3,white,circle,sounds\T.wav,,0,,0,,no,0,1,Studerende,,0,,1554886137717,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,44,7,white,circle,sounds\G.wav,,0,,1,,no,1,0,Studerende,,0,,1554886140284,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,45,5,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554886142834,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,46,7,white,circle,sounds\T.wav,,0,,0,,no,0,0,Studerende,,0,,1554886145400,1,0,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,47,6,white,circle,sounds\B.wav,,0,,1,,no,1,0,Studerende,,0,,1554886147950,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,48,7,white,circle,sounds\G.wav,,0,,0,,no,0,0,Studerende,,0,,1554886150517,1,0,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,49,8,white,circle,sounds\T.wav,,0,,0,,no,1,0,Studerende,,0,,1554886153083,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,50,2,white,circle,sounds\G.wav,,0,,1,,no,1,0,Studerende,,0,,1554886155651,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,51,4,white,circle,sounds\B.wav,,0,,1,,no,1,0,Studerende,,0,,1554886158201,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,52,4,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554886160751,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,53,3,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554886163301,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,54,4,white,circle,sounds\V.wav,,0,,1,,no,1,1,Studerende,,0,,1554886165867,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,55,3,white,circle,sounds\V.wav,,0,,1,,no,0,0,Studerende,,0,,1554886168417,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,56,8,white,circle,sounds\C.wav,,0,,1,,no,1,0,Studerende,,0,,1554886170967,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,57,4,white,circle,sounds\D.wav,,0,,1,,no,0,1,Studerende,,0,,1554886173535,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,58,7,white,circle,sounds\D.wav,,0,,0,,no,1,0,Studerende,,0,,1554886176101,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,59,4,white,circle,sounds\P.wav,,0,,0,,no,0,0,Studerende,,0,,1554886178668,1,0,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,60,4,white,circle,sounds\C.wav,,0,,1,,no,0,1,Studerende,,0,,1554886181234,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,61,7,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554886183801,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,62,6,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554886186351,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,1,4,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554886195469,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,2,3,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554886198019,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,3,8,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554886200585,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,4,3,white,circle,sounds\G.wav,,0,,1,,no,1,1,Studerende,,0,,1554886203152,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,5,1,white,circle,sounds\G.wav,,0,,0,,no,1,0,Studerende,,0,,1554886205718,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,6,3,white,circle,sounds\G.wav,,0,,1,,no,0,0,Studerende,,0,,1554886208286,1,1,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,7,3,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554886210836,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,8,4,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554886213386,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,9,8,white,circle,sounds\E.wav,,0,,0,,no,1,0,Studerende,,0,,1554886215952,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,10,6,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554886218502,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,11,2,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554886221069,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,12,1,white,circle,sounds\V.wav,,0,,0,,no,1,0,Studerende,,0,,1554886223619,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,13,3,white,circle,sounds\G.wav,,0,,1,,no,1,0,Studerende,,0,,1554886226170,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,14,1,white,circle,sounds\V.wav,,0,,1,,no,0,0,Studerende,,0,,1554886228736,1,1,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,15,7,white,circle,sounds\E.wav,,0,,0,,no,1,0,Studerende,,0,,1554886231303,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,16,1,white,circle,sounds\P.wav,,0,,1,,no,1,1,Studerende,,0,,1554886233869,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,17,7,white,circle,sounds\C.wav,,0,,1,,no,1,1,Studerende,,0,,1554886236436,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,18,7,white,circle,sounds\G.wav,,0,,1,,no,0,1,Studerende,,0,,1554886239003,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,19,6,white,circle,sounds\D.wav,,0,,1,,no,1,0,Studerende,,0,,1554886241554,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,20,7,white,circle,sounds\C.wav,,0,,1,,no,1,1,Studerende,,0,,1554886244120,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,21,0,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554886246670,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,22,4,white,circle,sounds\C.wav,,0,,0,,no,0,1,Studerende,,0,,1554886249237,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,23,6,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554886251803,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,24,3,white,circle,sounds\B.wav,,0,,1,,no,1,0,Studerende,,0,,1554886254353,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,25,6,white,circle,sounds\E.wav,,0,,0,,no,1,1,Studerende,,0,,1554886256920,1,1,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,26,2,white,circle,sounds\V.wav,,0,,0,,no,1,0,Studerende,,0,,1554886259488,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,27,0,white,circle,sounds\B.wav,,0,,1,,no,0,1,Studerende,,0,,1554886262054,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,28,6,white,circle,sounds\E.wav,,0,,1,,no,0,1,Studerende,,0,,1554886264621,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,29,5,white,circle,sounds\E.wav,,0,,0,,no,1,0,Studerende,,0,,1554886267187,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,30,6,white,circle,sounds\C.wav,,0,,1,,no,1,1,Studerende,,0,,1554886269754,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,31,1,white,circle,sounds\V.wav,,0,,0,,no,1,0,Studerende,,0,,1554886272320,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,32,3,white,circle,sounds\V.wav,,0,,0,,no,1,0,Studerende,,0,,1554886274887,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,33,7,white,circle,sounds\E.wav,,0,,1,,no,0,1,Studerende,,0,,1554886277455,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,34,0,white,circle,sounds\T.wav,,0,,1,,no,1,0,Studerende,,0,,1554886280005,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,35,5,white,circle,sounds\D.wav,,0,,1,,no,1,0,Studerende,,0,,1554886282555,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,36,4,white,circle,sounds\T.wav,,0,,1,,no,1,0,Studerende,,0,,1554886285121,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,37,6,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554886287671,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,38,4,white,circle,sounds\T.wav,,0,,1,,no,0,0,Studerende,,0,,1554886290238,1,1,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,39,0,white,circle,sounds\G.wav,,0,,1,,no,1,0,Studerende,,0,,1554886292788,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,40,6,white,circle,sounds\T.wav,,0,,0,,no,0,1,Studerende,,0,,1554886295355,1,1,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,41,6,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554886297905,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,42,6,white,circle,sounds\D.wav,,0,,1,,no,0,0,Studerende,,0,,1554886300455,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,43,4,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554886303022,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,44,0,white,circle,sounds\T.wav,,0,,0,,no,0,1,Studerende,,0,,1554886305605,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,45,6,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554886308171,1,1,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,46,0,white,circle,sounds\G.wav,,0,,1,,no,1,1,Studerende,,0,,1554886310738,1,0,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,47,8,white,circle,sounds\G.wav,,0,,0,,no,1,0,Studerende,,0,,1554886313306,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,48,0,white,circle,sounds\B.wav,,0,,0,,no,0,0,Studerende,,0,,1554886315872,1,0,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,49,0,white,circle,sounds\V.wav,,0,,1,,no,1,0,Studerende,,0,,1554886318456,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,50,2,white,circle,sounds\D.wav,,0,,1,,no,1,0,Studerende,,0,,1554886321006,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,51,0,white,circle,sounds\V.wav,,0,,1,,no,0,0,Studerende,,0,,1554886323572,1,1,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,52,0,white,circle,sounds\V.wav,,0,,0,,no,0,1,Studerende,,0,,1554886326155,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,53,7,white,circle,sounds\P.wav,,0,,1,,no,1,0,Studerende,,0,,1554886328706,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,54,0,white,circle,sounds\V.wav,,0,,0,,no,0,0,Studerende,,0,,1554886331257,1,1,0,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,55,4,white,circle,sounds\E.wav,,0,,1,,no,1,0,Studerende,,0,,1554886333806,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,56,3,white,circle,sounds\D.wav,,0,,0,,no,1,0,Studerende,,0,,1554886336373,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,57,1,white,circle,sounds\B.wav,,0,,0,,no,1,0,Studerende,,0,,1554886338939,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,58,7,white,circle,sounds\C.wav,,0,,1,,no,0,1,Studerende,,0,,1554886341506,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,59,2,white,circle,sounds\C.wav,,0,,0,,no,1,0,Studerende,,0,,1554886344073,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,60,7,white,circle,sounds\T.wav,,0,,0,,no,0,0,Studerende,,0,,1554886346640,1,0,1,1,1,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,61,4,white,circle,sounds\G.wav,,0,,1,,no,1,0,Studerende,,0,,1554886349190,1,0,0,1,0,
Koalabjørn,male,29,training_transfer,training,ps2,2,2,62,8,white,circle,sounds\C.wav,,0,,0,,no,1,0,Studerende,,0,,1554886351757,1,0,1,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,1,6,green,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886369324,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,2,1,green,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886371874,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,3,6,dimgray,circle,,,0,0,,1,no,0,0,Studerende,0,1,,1554886374424,0,,,1,1,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,4,1,green,circle,,,0,1,,1,no,0,0,Studerende,1,1,,1554886376990,0,,,1,1,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,5,1,dimgray,circle,,,0,1,,0,no,1,0,Studerende,0,1,,1554886379540,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,6,2,red,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886382091,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,7,2,yellow,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886384641,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,8,7,red,circle,,,0,1,,1,no,1,0,Studerende,1,1,,1554886387208,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,9,2,blue,circle,,,0,0,,1,no,0,0,Studerende,0,1,,1554886389758,0,,,1,1,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,10,6,white,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886392308,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,11,0,red,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886394858,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,12,3,white,circle,,,0,1,,0,no,0,1,Studerende,0,1,,1554886397424,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,13,8,white,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886399975,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,14,8,white,circle,,,0,1,,0,no,1,0,Studerende,0,1,,1554886402525,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,15,8,darkorange,circle,,,0,0,,1,no,1,1,Studerende,0,1,,1554886405092,0,,,1,1,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,16,1,white,circle,,,0,1,,1,no,1,0,Studerende,1,1,,1554886407658,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,17,5,red,circle,,,0,0,,1,no,0,1,Studerende,0,1,,1554886410225,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,18,1,green,circle,,,0,0,,1,no,0,0,Studerende,0,1,,1554886412775,0,,,1,1,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,19,8,red,circle,,,0,1,,1,no,1,0,Studerende,1,1,,1554886415341,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,20,2,dimgray,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886417892,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,21,7,dimgray,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886420442,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,22,7,dimgray,circle,,,0,1,,1,no,1,0,Studerende,1,1,,1554886423009,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,23,5,white,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886425559,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,24,1,dimgray,circle,,,0,1,,1,no,1,0,Studerende,1,1,,1554886428125,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,25,4,dimgray,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886430675,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,26,5,darkorange,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886433225,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,27,4,red,circle,,,0,0,,1,no,1,1,Studerende,0,1,,1554886435793,0,,,1,1,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,28,5,darkorange,circle,,,0,1,,0,no,0,0,Studerende,0,1,,1554886438343,0,,,1,1,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,29,0,white,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886440893,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,30,5,blue,circle,,,0,0,,1,no,0,0,Studerende,0,1,,1554886443443,0,,,1,1,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,31,6,yellow,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886445993,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,32,5,dimgray,circle,,,0,0,,0,no,1,1,Studerende,1,1,,1554886448576,0,,,1,1,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,33,8,dimgray,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886451126,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,34,5,white,circle,,,0,0,,1,no,0,0,Studerende,0,1,,1554886453677,0,,,1,1,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,35,4,darkorange,circle,,,0,0,,1,no,0,1,Studerende,0,1,,1554886456244,0,,,1,0,
Koalabjørn,male,29,training_transfer,posttest,pc2,2,2,36,3,red,circle,,,0,0,,1,no,1,0,Studerende,0,1,,1554886458793,0,,,1,0,
