id,gender,age,instruction,phase,task,factor,N,trial,position,color,figure,sound,position_score,figure_response,position_response,figure_score,color_tested,color_response,sound_target,position_tested,sound_score,simulate,position_target,sound_tested,sound_response,figure_target,color_score,occupation,timestamp,color_target,figure_tested
rensdyr,female,22,training_train,pretest,pc2,2,2,26,3,yellow,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317138900,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,27,0,yellow,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317141468,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,28,3,yellow,circle,,1,,1,,1,1,,1,,no,1,0,,,1,Studerende,1555317144069,1,0
rensdyr,female,22,training_train,pretest,pc2,2,2,29,0,blue,circle,,0,,0,,1,0,,1,,no,1,0,,,1,Studerende,1555317146635,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,30,1,green,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317149207,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,31,7,blue,circle,,1,,0,,1,1,,1,,no,0,0,,,1,Studerende,1555317151793,1,0
rensdyr,female,22,training_train,pretest,pc2,2,2,32,1,darkorange,circle,,0,,0,,1,0,,1,,no,1,0,,,1,Studerende,1555317154356,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,33,1,darkorange,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317156928,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,34,6,blue,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317159494,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,35,8,darkorange,circle,,1,,0,,1,1,,1,,no,0,0,,,1,Studerende,1555317162080,1,0
rensdyr,female,22,training_train,pretest,pc2,2,2,36,1,dimgray,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317164649,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,37,1,blue,circle,,0,,1,,1,1,,1,,no,0,0,,,0,Studerende,1555317167238,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,38,2,dimgray,circle,,1,,0,,1,0,,1,,no,0,0,,,0,Studerende,1555317169818,1,0
rensdyr,female,22,training_train,pretest,pc2,2,2,39,1,green,circle,,0,,0,,1,0,,1,,no,1,0,,,1,Studerende,1555317172387,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,40,1,yellow,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317174952,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,41,0,yellow,circle,,1,,0,,1,1,,1,,no,0,0,,,0,Studerende,1555317177536,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,42,3,white,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317180108,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,43,1,dimgray,circle,,1,,0,,1,0,,1,,no,0,0,,,1,Studerende,1555317182671,0,0
rensdyr,female,22,training_train,pretest,pc2,2,2,44,7,white,circle,,1,,0,,1,1,,1,,no,0,0,,,1,Studerende,1555317185251,1,0
rensdyr,female,22,training_train,pretest,pc2,2,2,45,1,blue,circle,,0,,0,,1,0,,1,,no,1,0,,,1,Studerende,1555317187826,0,0
